text,name
" For one thing, the environment there is not exactly the friendliest",Pulak
 Atmosphere wise,Pulak
 I don't wanna say that,Ishnoor Singh
 We both know what I mean,Pulak
 Yes I do,Ishnoor Singh
 But I don't wanna know ir,Ishnoor Singh
 *t,Ishnoor Singh
" I don’t want to either, but I see her talking about people, and it seems like she gets along well with everybody",Pulak
 And everybody loves her,Pulak
 Yeah...,Ishnoor Singh
 That's where the prob is,Ishnoor Singh
 It's an extension of what happened here na?,Ishnoor Singh
 Same thing?,Ishnoor Singh
 I know but still,Pulak
 Yes,Pulak
 Ok... so here are my thoughts,Ishnoor Singh
 Well sorta,Pulak
 If she likes you... which I think she did toh for sure... a lot..m then you had as much part one as you do now... should I mess with that... also... part one... will that be me being involved too much with you two? And third... you and I are diff... idk what to tell you,Ishnoor Singh
 Go on,Ishnoor Singh
 But if you wann discuss it,Ishnoor Singh
 A madman awaits you at the end of this text chain,Ishnoor Singh
 Bwahaha go ahead,Pulak
 Never hurts to hear different perspectives,Pulak
 She did for sure but now not so sure?,Pulak
 About what? Being sweet?,Ishnoor Singh
 Arey I haven't talked to her in2-3 months,Ishnoor Singh
 Do you think we talked about you too much?,Ishnoor Singh
 Then toh she used to talk about you very very often,Ishnoor Singh
 Good point,Pulak
 Lol I hated it,Ishnoor Singh
 Bro... I go over board with everything...,Ishnoor Singh
 About whatever you want to call it 😂,Pulak
 We're talking about making her feel special right?,Ishnoor Singh
 Lol I can imagine that would be weird for you,Pulak
 Cause if it's something else...,Ishnoor Singh
 That is what I intend to do now,Pulak
 Yeah,Pulak
 What else would it be,Pulak
 No mate... I was kidding... if she wants to talk about something I don't say no,Ishnoor Singh
 Good.. Cause I thought u were going above and beyond ... I was like no... no advice there,Ishnoor Singh
 Ok...,Ishnoor Singh
 Only if it's you,Ishnoor Singh
 Don't do me,Ishnoor Singh
 That's not you,Ishnoor Singh
 <Media omitted>,Ishnoor Singh
 Like this... is me,Ishnoor Singh
 Ummm does trying to book flight tickets to Ithaca for next week count as going overboard,Pulak
 Ummm... are you really sure you wanna go?,Ishnoor Singh
 Are you going?,Ishnoor Singh
 Does she know?,Ishnoor Singh
 Obviously I do me,Pulak
 Is she still on break?,Ishnoor Singh
 Ik Ik,Pulak
 My dp has gotten very interesting comments from family members,Pulak
 But eh,Pulak
 Welll yeah yeah,Ishnoor Singh
 I will still say ugh,Ishnoor Singh
 Yes I really want to go,Pulak
 Right now,Pulak
 Ok...,Ishnoor Singh
 And are you gonna?,Ishnoor Singh
 Even though it’s not v practical at this moment,Pulak
 Does she know?,Ishnoor Singh
 Not sure yet,Pulak
 Hmm,Ishnoor Singh
 And is she still on break,Ishnoor Singh
" See hackathon coming up, if I get in I’m definitely going",Pulak
 Ohh ok,Ishnoor Singh
 Yes,Pulak
 Ok... and?,Ishnoor Singh
 Cos flight tickets are too expensive otherwise - 400 for round trip,Pulak
 Hmmmm,Ishnoor Singh
 Can’t spend that rn,Pulak
 Ok...,Ishnoor Singh
 Yeah,Ishnoor Singh
 I was wondering,Ishnoor Singh
 Not at that time but it’s a weekend,Pulak
 And she’ll be there too most likely,Pulak
 Ok...,Ishnoor Singh
 Upto a few days ago she was all for  it,Pulak
 Idk about now,Pulak
 I could next year when I earn a little,Pulak
 Not this year,Pulak
 Ok...,Ishnoor Singh
 Makes sense dude,Ishnoor Singh
 I am not asking you to,Ishnoor Singh
 Ok... now what do you think she's missing?,Ishnoor Singh
 She’s missing nothing,Pulak
 Hm?,Ishnoor Singh
 She knows pretty much all I’ve told you,Pulak
 What do you guys usually talk about?,Ishnoor Singh
 Just general stuff,Pulak
 About each other's lives?,Ishnoor Singh
 Catching up on stuff that happened throughout the day,Pulak
 Yes,Pulak
 That and,Pulak
 Sometimes cheesy stuff,Pulak
 Does she tell more or do you?,Ishnoor Singh
 Cool cool,Ishnoor Singh
 We don’t get to tell a lot though,Pulak
 Talk*,Pulak
 I would say it’s more or less equal,Pulak
 Yiu said more than a hour long xonvos,Ishnoor Singh
 When we get to talk that is na,Pulak
 You try and cover everything of importance,Ishnoor Singh
 Ok... what would this relationship ideally look like,Ishnoor Singh
 As of rn,Ishnoor Singh
 With these limitations,Ishnoor Singh
" One where she knew she could count on me and vice versa, one where we both understand what we mean to the other",Pulak
 Hmmm,Ishnoor Singh
 Ok... and do you think you can get it there alone?,Ishnoor Singh
 No,Pulak
 Sooo?,Ishnoor Singh
 But I mean it’s not like neither of us is trying,Pulak
 What do you wanna do?,Ishnoor Singh
 I acknowledge that both of us are,Pulak
 And what does she think?,Ishnoor Singh
 Evidently that she’s the only one trying,Pulak
 I am sorry I asked again,Ishnoor Singh
 Ik I am causing more pain than good rn,Ishnoor Singh
 But bear with me,Ishnoor Singh
 Sorry,Ishnoor Singh
 Haan haan,Pulak
 No worries,Pulak
 I feel like no matter what I do... you guys really need to talk with level heads,Ishnoor Singh
 Pl temme something Ican do,Ishnoor Singh
 Talk among ourselves? Or in general?,Pulak
 With each other,Ishnoor Singh
 About this explicitly,Ishnoor Singh
" Right now there’s not much, dw, I’ll do my best to fix things up",Pulak
 Yeah we’ve had this conversation before,Pulak
 Things were good for a month before happening again,Pulak
" And it has escalated into a shouting match before which I absolutely hate, and I don’t want to be part of one again",Pulak
 Yeah and do you think I am the kind of person ho sits at the sidelines and watches history go down,Ishnoor Singh
 What did you say?,Ishnoor Singh
 This isn’t the first time this is happening,Pulak
 About what exactly?,Ishnoor Singh
" Long time ago, old history",Pulak
 Ok...,Ishnoor Singh
 Yeah dw about it,Pulak
" It’s a while ago, we dealt with it",Pulak
 Ok... bro...,Ishnoor Singh
 I’ll talk to her sometime tomorrow,Pulak
 Hopefully either it’ll be normal,Pulak
 What do you feel like doing rn?,Ishnoor Singh
 That's not healthy even if it is,Ishnoor Singh
 Or it’ll be an argument that well be able to resolve,Pulak
 This is way better,Ishnoor Singh
 Gimme a call after that if that's fine by you,Ishnoor Singh
 I will pick up,Ishnoor Singh
 I should up pretty early so dw anything should be fine,Ishnoor Singh
 Ummm what do you think 😂,Pulak
 Ik Ik,Pulak
 Bolo,Ishnoor Singh
 Good,Ishnoor Singh
 But rn I’m scared of arguments I’m worried I won’t be able to handle one well,Pulak
 Listen to her and try to make here feel secure... ik that's her spiel,Ishnoor Singh
 Umm you think you'll explode?,Ishnoor Singh
 Yeah I will,Pulak
 I will anyway,Pulak
 We did say weekly call,Pulak
 Yeah,Ishnoor Singh
 You are lousy at calling,Ishnoor Singh
 I won’t be waking up till afternoon most prob 😂,Pulak
 Ik that is,Pulak
 Either that or I’ll be extremely extremely hurt by something that’ll be said,Pulak
 Mine has train ride... so I willl wake to make the most of it,Ishnoor Singh
 Even if it’s said in the heat of the moment,Pulak
 Ok... that's very fair,Ishnoor Singh
 But bro,Ishnoor Singh
 You'd rather have one,Ishnoor Singh
 Ik you're talking to me a lil.....m but idk if she has anyone other than you,Ishnoor Singh
 Yeah my bad you know I’m terribly antisocial when it comes to any form of communication that doesn’t involve texting 😂,Pulak
 So... idk what to say,Ishnoor Singh
 Ugh with me too?!,Ishnoor Singh
 And lately not even texting,Pulak
 Y!,Ishnoor Singh
 Ok now why you being sad dumbshit,Ishnoor Singh
 Aah well yeah,Pulak
 That works,Pulak
 I feel like beefing you up,Ishnoor Singh
 Lol,Ishnoor Singh
 That is true,Pulak
 Better out than in,Pulak
 Exactly,Ishnoor Singh
 But I get scared that every argument takes us closer and closer to our last one,Pulak
 Hm,Ishnoor Singh
 Ik what you mean,Ishnoor Singh
 And I don't want you to contemplate that,Ishnoor Singh
 Ok!?,Ishnoor Singh
 The only time you think of this ending is on this chat,Ishnoor Singh
 The moment that thought crosses your mind drop a number here,Ishnoor Singh
 And we will talk about it,Ishnoor Singh
 Till then you think about that number,Ishnoor Singh
 She can have a lot of people if she chooses to.... I chose to talk to you...,Pulak
 But yeah,Pulak
 Ik what you mean,Ishnoor Singh
 But idk what to do to get her to talk,Ishnoor Singh
 She hates my guts rn,Ishnoor Singh
" With everybody man, I’m lousy at people skills, you said it yourself, we are very different fundamentally",Pulak
 Yeah,Ishnoor Singh
 You think I am good at people lol bro,Ishnoor Singh
 No,Ishnoor Singh
 Bwahaha,Pulak
 *t,Ishnoor Singh
 Train ride where,Pulak
 Lol not exactly the easiest thing to do given the situation,Pulak
 She's going from jalandar to del,Ishnoor Singh
 Don't think alone,Ishnoor Singh
 Rope me in,Ishnoor Singh
 Deal?,Ishnoor Singh
 No she doesn’t she’ll come around,Pulak
 Ahahahha bro let's not go there,Ishnoor Singh
 Keep talking to her I suppose? Idk what to tell you either man,Pulak
 Your efforts actually count for something,Pulak
 Dude I dropped a 30 message apology,Ishnoor Singh
 Hm? Wtf?,Ishnoor Singh
" Oh okay nice, was she out for vacation",Pulak
" Bro I’m a little obsessive that way, we both will end up online the whole day",Pulak
 But okay,Pulak
 Will tell later,Ishnoor Singh
 What did she say,Pulak
 “K”?,Pulak
 Just drop a nuimber,Ishnoor Singh
 Even if it's a counter,Ishnoor Singh
 😂😂😂 bro,Ishnoor Singh
 Not really we started talking,Ishnoor Singh
 And she slept,Ishnoor Singh
" Listen we spoke about this yesterday for a bit, she was mad for sure, but I think that was more out of shock",Pulak
 Shock ?,Ishnoor Singh
 Because she definitely did not see it being nats,Pulak
 Niethher of you deserve to be mad,Ishnoor Singh
 Neither did I till not very long ago,Ishnoor Singh
 Don't call her that!,Ishnoor Singh
 My bad,Pulak
 I’m sorry,Pulak
 Nayamat*,Pulak
" That’s your name, my bad",Pulak
 That is a good sign,Pulak
 I think,Pulak
 Yup,Ishnoor Singh
 Let's not go there,Ishnoor Singh
 Ik why the heck would I have any reason to be mad,Pulak
 Why is she?,Ishnoor Singh
 Lol,Ishnoor Singh
" I don’t think she is either, not for this reason at least",Pulak
 Ok bro,Ishnoor Singh
 If there’s any other reason then idk,Pulak
 My point was when you guys started you made much more of an ass of me,Ishnoor Singh
 Lol,Ishnoor Singh
 Sorry I’m not being helpful either,Pulak
 Umm no,Ishnoor Singh
 At this point dw about me,Ishnoor Singh
 I ahve seen worse,Ishnoor Singh
 I won’t deny,Pulak
 Just didn't expect from her,Ishnoor Singh
 Ohhh your considered it?,Ishnoor Singh
 Anyways,Ishnoor Singh
 We're doing you rn,Ishnoor Singh
 Idk man there’s not much I know at this point,Pulak
 What I felt I told you,Pulak
 Hmmm,Ishnoor Singh
 Are you gonna sleep?,Ishnoor Singh
 All that’s left to do is to try and talk,Pulak
 Tomorrow and see how it goes,Pulak
 I’ll definitely call ya up tomorrow,Pulak
 Just don't kill yourself over this,Ishnoor Singh
 It's confusing when I care for you too,Ishnoor Singh
" Yeah, it’s 5",Pulak
 Lol,Ishnoor Singh
 Pakka?,Ishnoor Singh
 At least going to get a few hours,Pulak
 If I find you awake,Ishnoor Singh
 If not the whole morning,Pulak
 I woke up at 12 today,Pulak
 Doesn't matter,Ishnoor Singh
 Lol no no that would require a lot more stuff,Pulak
 Give me your word you'll keep for phone andlaptop down and sleep,Ishnoor Singh
 Arrey I know but chill man,Pulak
 Or call me before you do,Ishnoor Singh
 It's like you never met me,Ishnoor Singh
 I am never chill,Ishnoor Singh
 I will bro,Pulak
 Go offline now,Ishnoor Singh
 That’s why I’m asking you to be chill na😂,Pulak
 Dw about me,Pulak
 I am never chilll,Ishnoor Singh
" I am fine, no need to worry",Pulak
 .,Ishnoor Singh
" Even if you don’t chill, you don’t need to worry",Pulak
 It is like you never met me,Ishnoor Singh
 Tsk tsk,Pulak
 Bas bas,Pulak
 Go sleep,Ishnoor Singh
 Go,Ishnoor Singh
 Yeah yeah,Pulak
 Go,Ishnoor Singh
 Okay goodnight,Pulak
 You sleep too,Pulak
 I am wasting,Ishnoor Singh
 Unless you’re busy,Pulak
 * waiting,Ishnoor Singh
 I am sleeping,Ishnoor Singh
 Yes good,Pulak
 You sleep too,Pulak
 Goodnight,Pulak
 When I see you offline for 10 mins,Ishnoor Singh
 Go,Ishnoor Singh
 Thanks for the talk,Pulak
 Ahhaaahahhaha anytime bro,Ishnoor Singh
 Arrey I’m out right after this,Pulak
 Anytime,Ishnoor Singh
 Pakka,Pulak
 Goooooooo,Ishnoor Singh
 Gn,Pulak
 Gn,Ishnoor Singh
 Go,Ishnoor Singh
 Test,Ishnoor Singh
 Test,Ishnoor Singh
 Test,Ishnoor Singh
 Test,Ishnoor Singh
 Test,Ishnoor Singh
 Test,Ishnoor Singh
 Tf,Pulak
 Did you sleep after that,Pulak
 Maybe,Ishnoor Singh
 😂,Ishnoor Singh
 What do you mean maybe,Pulak
 I did,Ishnoor Singh
 1 0 mins baad,Ishnoor Singh
 Nice nice,Pulak
 Welll,Ishnoor Singh
 Wassup,Ishnoor Singh
 Nm just woke up,Pulak
 Lol khaana kha le,Ishnoor Singh
 hmmmmmmm,Ishnoor Singh
 call ka kya hua,Ishnoor Singh
 did you talk to her?,Ishnoor Singh
 how went it?,Ishnoor Singh
 Lol I’m gonna call ya abhi,Pulak
 umm gimme 10,Ishnoor Singh
 Not yet,Pulak
 I mean we tried,Pulak
 Pehle uss se karle,Ishnoor Singh
 I texted her in the morning,Pulak
 She called in the afternoon but I couldn’t pick up,Pulak
 Then I called in the evening but she’s busy,Pulak
 So I’ve texted her to call,Pulak
" Or respond, and I’ll call right after",Pulak
 Ok ji,Ishnoor Singh
 Gimme a bit,Ishnoor Singh
 So rn I’m waiting and seeing how it goes,Pulak
 Talking to mama,Ishnoor Singh
 Sure,Pulak
" Idk when she’ll be free, that might not even be later tonight",Pulak
" Sure, text me or something whenever",Pulak
 Gimme a bit,Ishnoor Singh
 Papa called,Ishnoor Singh
 Lol,Ishnoor Singh
 Will call back in 1,Ishnoor Singh
 Haan haan,Pulak
" I’ll cut for now, no worries, talk aaram se",Pulak
 I’ll grab my charger meanwhile,Pulak
 Low battery lol,Pulak
 Lol,Ishnoor Singh
 <Media omitted>,Ishnoor Singh
 <Media omitted>,Pulak
 Pl tell me you're talking to her,Ishnoor Singh
 Yeah,Pulak
 I am,Pulak
 Good,Ishnoor Singh
 Right now things look okay? But I’m trying to gauge,Pulak
 Any updates with you?,Pulak
 She's talking normal,Ishnoor Singh
 I’m not sure that’s a good sign,Pulak
 shes being kinda real with me,Ishnoor Singh
 As in?,Pulak
 Yeah I think she’s fine rn,Pulak
 yeah me too,Ishnoor Singh
 Okay thank goodness,Pulak
 Rn I’m talking normally with her,Pulak
 yeah it is,Ishnoor Singh
 it feels good to have you back,Ishnoor Singh
 *her,Ishnoor Singh
 It does really,Pulak
 it does!!!!,Ishnoor Singh
 congrats bro,Ishnoor Singh
 go enjoy!,Ishnoor Singh
 Hahaha thx bro,Pulak
 How’re things going for you,Pulak
 with ?,Ishnoor Singh
 Both fronts p,Pulak
 One dealing with your sis,Pulak
 Other dealing with my future sis in law😉,Pulak
 shes fine,Ishnoor Singh
 no.,Ishnoor Singh
 😂😂😂,Pulak
 Sorry,Pulak
 Couldn’t resist,Pulak
 lol cool,Ishnoor Singh
 go enjoy her,Ishnoor Singh
 don't waste time with me lol,Ishnoor Singh
 Lolol,Pulak
 hm,Ishnoor Singh
 Sup bro,Pulak
 hey,Ishnoor Singh
 howre you,Ishnoor Singh
 read reciept,Ishnoor Singh
 off?,Ishnoor Singh
 Pretty good,Pulak
 How are you bro,Pulak
 It’s raining so hard here,Pulak
 Since like 3,Pulak
 No,Pulak
 Not since I last checked,Pulak
 lol no,Ishnoor Singh
 i thougth they were off,Ishnoor Singh
 i am kinda free rn,Ishnoor Singh
 don't feel motivated to work lol,Ishnoor Singh
 you tell,Ishnoor Singh
 pretty good... just talked to ma... soo thoda down but ill be fine😂,Ishnoor Singh
 No no,Pulak
 You can do it bro,Pulak
 Kar le,Pulak
 Baith ja,Pulak
 Kaam karle,Pulak
 ahahahaha,Ishnoor Singh
 You won’t regret it,Pulak
 lol bro parallel processing,Ishnoor Singh
 i have ery lil wor rn,Ishnoor Singh
 *work,Ishnoor Singh
 You’ll get the A you so badly want,Pulak
 Why down? Missing?,Pulak
 moving on,Ishnoor Singh
 All okay?,Pulak
 I miss those days,Pulak
 yeah yeah,Ishnoor Singh
 ahahahaha,Ishnoor Singh
 oldie,Ishnoor Singh
 Lol on the bright side my club meetings are canceled cos of Michael,Pulak
 So I can study,Pulak
 But on the other hand I was looking forward to this😂,Pulak
 micheal?,Ishnoor Singh
 the storm/,Ishnoor Singh
 Yessir by one month,Pulak
 Yeah,Pulak
 what club?,Ishnoor Singh
 Data science,Pulak
 ohh,Ishnoor Singh
 meh,Ishnoor Singh
 They cancelled all clubs and activities but not class lmao,Pulak
 ahahhaha well gatech na,Ishnoor Singh
 the nerds cant not study,Ishnoor Singh
 I’m joining a project where they’re gonna build a word retention ai for people learning English so it’s pretty cool,Pulak
 I think,Pulak
 Eh,Pulak
 We all complain about having Class,Pulak
 lol,Ishnoor Singh
 hmm,Ishnoor Singh
 what else is up,Ishnoor Singh
 how was your interview/ presentation thingie?,Ishnoor Singh
 Interview got postponed so we just emailed back and forth the questions,Pulak
 Because the presentation is tomorrow,Pulak
 Let’s see how it goes,Pulak
 hmmm,Ishnoor Singh
 atb!!,Ishnoor Singh
 <Media omitted>,Ishnoor Singh
 Tx,Pulak
 Is it,Pulak
 Or is it excel because you excel at everything,Pulak
 Or outlook,Pulak
 Meh,Ishnoor Singh
 Hmmm... I see your priorities,Ishnoor Singh
 💔,Ishnoor Singh
 What even,Pulak
 ...,Ishnoor Singh
 Omg chill bro,Pulak
 You are next lol,Pulak
 Arrey my god,Pulak
 We have our weekly schedule na,Pulak
 ...,Ishnoor Singh
 Hence,Ishnoor Singh
 This,Ishnoor Singh
 Arrey,Pulak
 My god I haven’t even spoken to him even once since I got here,Pulak
 Aww are you jealous bro,Pulak
 Ugh chhhod bro,Ishnoor Singh
 Lol,Pulak
 Supp,Pulak
 Do you have dandiya coming up,Pulak
 Ohhh did you meet Pawar?😂,Pulak
 Fimifshed,Ishnoor Singh
 We didn't go,Ishnoor Singh
 I had diner with him 2wice,Ishnoor Singh
 He's gotten better,Ishnoor Singh
 Vela hai?,Ishnoor Singh
 Niceee,Pulak
 Funny how you said 2wice,Pulak
 Instead of twice,Pulak
 Or 2 times,Pulak
 As in?,Pulak
 Lemme charge my phone,Pulak
 Coming back from garba,Pulak
 Cool,Ishnoor Singh
 I’ll call ya in a bit,Pulak
 All good?,Pulak
 Haan haan,Ishnoor Singh
 Hey bro,Pulak
 Wassup,Pulak
 Ask vaibhav,Ishnoor Singh
 Arrey,Pulak
 Are you really that upset about it,Pulak
" Listen Bro, itna gussa Mat ho",Pulak
" If you’re not mad at me and vela baitha hai, give me a call",Pulak
 Anytime you’re free,Pulak
 Relax,Ishnoor Singh
 Abhi I have a meeting for 1 hr,Ishnoor Singh
 Give you a call your time 11 ish?,Ishnoor Singh
 11,Pulak
 Anytime after that too,Pulak
 Surer,Ishnoor Singh
 Just call me then,Ishnoor Singh
 Pl?,Ishnoor Singh
" Okie dokie, send a text whenerr you get free",Pulak
 Cool,Ishnoor Singh
 Ishi be free,Ishnoor Singh
 Okay will call in an hour,Pulak
 11 seem good,Pulak
 ?,Pulak
 Sure,Ishnoor Singh
 text before you call,Pulak
 I have no service in this building,Pulak
 When I see the text I’ll go out,Pulak
 Ohhh,Ishnoor Singh
 In 15 mins?,Ishnoor Singh
 <Media omitted>,Ishnoor Singh
 Haan haan sure,Pulak
 Just text me,Pulak
 Now,Ishnoor Singh
 ?,Ishnoor Singh
 Yeah give me 5-10 mins?,Pulak
 Haan haan,Ishnoor Singh
 Just call me now,Ishnoor Singh
 Okie dokie,Pulak
 Call raat ko?,Ishnoor Singh
 Yep,Pulak
 K,Ishnoor Singh
 See ya,Ishnoor Singh
 Okie dokie,Pulak
 Hm,Ishnoor Singh
 Vela kab hai,Pulak
 In 10 mins?,Ishnoor Singh
 Tu?,Ishnoor Singh
 Half an hour?,Pulak
 Around 7 your time?,Pulak
 Cool,Ishnoor Singh
" Sorry medical emergency came up, everybody’s fine but I’ll  call asap",Pulak
 Haan haan,Ishnoor Singh
 Sure bro... take time,Ishnoor Singh
 Dw,Ishnoor Singh
 You’re free in a bit na?,Pulak
 Handling things and then I’ll call,Pulak
 <Media omitted>,Ishnoor Singh
 <Media omitted>,Ishnoor Singh
 <Media omitted>,Ishnoor Singh
 Broooo go for Johnny english,Pulak
 Coool,Ishnoor Singh
 I will... only cause you says so,Ishnoor Singh
 Yes that’s good,Pulak
 Did you go,Pulak
 This Fri bro,Ishnoor Singh
 Oh damn,Pulak
 I thought you went on Sunday,Pulak
 But still,Pulak
 Amaze stuff,Pulak
 <Media omitted>,Ishnoor Singh
 Awesome,Pulak
 That’s a good court,Pulak
 Yeah,Ishnoor Singh
 Sup bro,Pulak
 Oi mate,Ishnoor Singh
 U tell,Ishnoor Singh
 Nm nm homework lol,Pulak
 Lol,Ishnoor Singh
 How're you?,Ishnoor Singh
 You tell,Pulak
 How’s things going,Pulak
 Pretty good,Ishnoor Singh
 But umm,Ishnoor Singh
 lot of wprk,Ishnoor Singh
 don't wanna do it,Ishnoor Singh
 takking break,Ishnoor Singh
 Yeah same lol,Pulak
 lol,Ishnoor Singh
 I know exactly what you mean,Pulak
 hmmm,Ishnoor Singh
 sooo,Ishnoor Singh
 entertain me,Ishnoor Singh
 Here we are now,Pulak
 Entertain us,Pulak
 What song is that,Pulak
 Hm?,Ishnoor Singh
 Uhh,Ishnoor Singh
 Idk,Ishnoor Singh
 Sup,Ishnoor Singh
 Nm going shopping with dad,Pulak
 Niiiiiice!!!!,Ishnoor Singh
 Then Diwali mela in the  evening,Pulak
 Tu bata,Pulak
 Ohhh,Ishnoor Singh
 Nm,Ishnoor Singh
 schedule going along well?,Pulak
 Working out going good,Pulak
 Helped two drunk ..m very drunk room mates live,Ishnoor Singh
 Going bb at f 4 days in a row... can vary love without pain,Ishnoor Singh
 So yeah,Ishnoor Singh
 I have 50 tasks for the next 48 hrs or less,Ishnoor Singh
 Lol,Ishnoor Singh
 Sup,Ishnoor Singh
 Whaaaat,Pulak
 How’s that happen,Pulak
 Nice nice how’s that been going,Pulak
 Ouch,Pulak
 How did that go,Pulak
 Nm you tell bro,Pulak
 Everythings fine,Ishnoor Singh
 You tell,Ishnoor Singh
 Going great,Pulak
 I’m going to hack Princeton next week,Pulak
 That’s gonna be great,Pulak
 Pretty excited,Pulak
 Anusha is gonna be there too,Pulak
 I heard mate,Ishnoor Singh
 Congrats!!!!,Ishnoor Singh
 Enjoy!,Ishnoor Singh
 Ty ty bro,Pulak
 Have you had a Diwali mela type thing yet,Pulak
 Uhh... there was one I think,Ishnoor Singh
 I didn't go,Ishnoor Singh
 Whyyyyy,Pulak
 Meg,Ishnoor Singh
 *h,Ishnoor Singh
 No reason,Ishnoor Singh
 Just movie,Ishnoor Singh
 And lost walet,Ishnoor Singh
 Which one,Pulak
 Wtf how what,Pulak
 Did you find it,Pulak
 haan haan,Ishnoor Singh
 it was a fun story,Ishnoor Singh
 Tell me,Pulak
 Fun stories,Pulak
 Meh... too lazy to type,Ishnoor Singh
 Happy Diwali bro,Pulak
 Hd to you toooo!,Ishnoor Singh
 Lol,Ishnoor Singh
 How's everything,Ishnoor Singh
 Everything’s great bro,Pulak
 Tu bata,Pulak
 Nm... just lowkey think of you guys as judas and Brutus ... for princeton...  I am j,Ishnoor Singh
 😂,Ishnoor Singh
 Judas and Brutus?,Pulak
 Ohhh,Pulak
 I see 😂😂😂,Pulak
 Oho chill bro,Pulak
 Betrayed your general is,Ishnoor Singh
 Apply to a shit ton of hackathons too,Pulak
 Apply to yhacks and treehacks,Pulak
 K,Ishnoor Singh
 We’ll meet up there if we get in,Pulak
 Hahaha,Pulak
 So suppo,Pulak
 BB today?,Pulak
 No bro... was up till 2,Ishnoor Singh
 Was woken at 530,Ishnoor Singh
 Soo... no,Ishnoor Singh
 Ouch,Pulak
 That is not pleasant,Pulak
 Woken as in?,Pulak
 For Pooja... on video call,Ishnoor Singh
 Nice nice,Pulak
 How’s it going bro,Pulak
" You tell, broo",Ishnoor Singh
 you are the one with the fun stuff,Ishnoor Singh
 Amazinggggggggggg,Pulak
 This weekend was perfect,Pulak
 Awww,Ishnoor Singh
 I heard😉,Ishnoor Singh
 I'm glad you guys had a great one,Ishnoor Singh
 Yessss,Pulak
 It was amazeee,Pulak
 Awww,Ishnoor Singh
 Hahahahaa,Pulak
 Aww kya,Pulak
 It was genuinely one of the best times I’ve had,Pulak
 Kuchhh nahi... I'm kinda j,Ishnoor Singh
 But I'm really happy for you,Ishnoor Singh
 Very,Ishnoor Singh
 Yeah that makes sense,Pulak
 But just a month more now,Pulak
 Yeah yeah,Ishnoor Singh
 Me tooooo,Pulak
 I can do math kid,Ishnoor Singh
 Awww,Ishnoor Singh
 So sweet,Ishnoor Singh
 You're human after all huh,Ishnoor Singh
 😂,Ishnoor Singh
 That’s a good thing,Pulak
 Cool😂,Ishnoor Singh
 I know right😂😂😂,Pulak
 Lol,Ishnoor Singh
 But yeah,Pulak
 Awwww,Ishnoor Singh
 Awwww back to you sir,Pulak
 Free on the evening?,Pulak
 In*?,Pulak
 Make it night,Ishnoor Singh
 Your 11,Ishnoor Singh
 Yep sounds good,Pulak
 Cool,Ishnoor Singh
 Bro?,Ishnoor Singh
 Give me a few minutes bro,Pulak
 Just got back,Pulak
 Got a call from mom,Pulak
 I’ll talk to her and call you straight after,Pulak
 You’re awake only na?,Pulak
 Yeah yeag,Ishnoor Singh
 *h,Ishnoor Singh
 Sup,Ishnoor Singh
 Nm packing to go back lmao,Pulak
 You tel,Pulak
 Lol,Ishnoor Singh
 Me at bus depo,Ishnoor Singh
 Gon' catch the bud,Ishnoor Singh
 *s,Ishnoor Singh
 Oh lol nice nice,Pulak
 When’s that,Pulak
 *s,Ishnoor Singh
 Boarding anytime now,Ishnoor Singh
 Nice nice,Pulak
 How long is the bus?,Pulak
 Suup,Ishnoor Singh
 Reach by midnight?,Pulak
 Entertain me,Ishnoor Singh
 530 am,Ishnoor Singh
 In like 5 mins,Ishnoor Singh
 Now is when you begin the entertainment,Ishnoor Singh
 That’s a long bus ride,Pulak
 Its a scenic one,Ishnoor Singh
 And a cheap one,Ishnoor Singh
 Sooo,Ishnoor Singh
 Lol,Ishnoor Singh
 .,Ishnoor Singh
 What you want me to dance,Pulak
 Entertainment is goood,Pulak
 Ummm,Ishnoor Singh
 No talk bith,Ishnoor Singh
 Fine bith...,Ishnoor Singh
 Bwahaha,Pulak
 What’s a both,Pulak
 Bith,Pulak
 Ya don't know?,Ishnoor Singh
 I see,Ishnoor Singh
 Nah,Pulak
 They says gtech be nerdzy,Ishnoor Singh
 Unless you’re calling me a bitch,Pulak
 I see it do be like that,Ishnoor Singh
 Gtech be nerdzy af,Ishnoor Singh
 Yeah that is true,Pulak
 I dunno what you’re talking about,Pulak
 What did you expect bro,Pulak
 K,Ishnoor Singh
 Hm?,Ishnoor Singh
 You offended?,Ishnoor Singh
 It do be like that,Pulak
 What did ya think,Pulak
 Awwwwwww,Ishnoor Singh
 Hm,Pulak
 Such a baby,Ishnoor Singh
 Lol,Ishnoor Singh
 Suuup,Ishnoor Singh
 K,Pulak
 Nm,Pulak
 U,Pulak
 If you're so easily butt hurt you CERTAINLY shouldn't do what Anusha and I talked about you guys doing,Ishnoor Singh
 😂,Ishnoor Singh
 What,Pulak
 Just tell her... she'll know what I mean,Ishnoor Singh
 I see how it is,Pulak
 Ahahaahha,Ishnoor Singh
 I don't think you wanna discuss this with me,Ishnoor Singh
 ?,Pulak
 Just ask her pl,Ishnoor Singh
 And pl record the moment,Ishnoor Singh
 ??,Pulak
 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,Ishnoor Singh
 Anyways,Ishnoor Singh
 Wassuuuup,Ishnoor Singh
 Entertain me,Ishnoor Singh
